Case #1: Impossible
44 24 112027
17 16 96375
4 22 20280
40 27 55008
8 15 93405
38 47 212871
40 12 154262
36 9 167414
22 41 41761
5 18 110997
8 16 135473
39 44 64715
23 28 85712
42 2 83310
37 2 95881
17 19 111624
47 6 122279
3 44 69397
23 46 130784
25 28 43020
26 42 131028
8 23 94016
24 9 48482
49 48 131358
20 29 167126
21 34 105877
45 15 133214
23 38 123279
46 43 184333
12 2 120248
29 21 70135
46 30 109472
3 20 116227
27 41 93035
45 50 97998
23 36 101635
9 35 102234
4 41 62041
13 34 127540
27 15 63839
6 26 46209
21 13 65983
37 31 84702
10 49 101365
44 7 108128
39 2 32539
22 8 68849
35 1 43185
19 26 146858
21 27 89798
33 14 117525
28 1 76369
15 18 142171
23 44 75054
32 12 140866
46 4 100110
27 29 82449
41 16 81879
43 31 133166
10 34 136843
5 39 38662
46 21 136331
22 30 55756
43 29 137813
10 11 106751
44 10 29414
12 42 125847
36 30 152251
50 43 146116
19 12 179040
25 50 54158
25 43 116956
48 28 116602
46 48 165957
16 50 109060
37 3 120085
12 6 130304
44 6 37201
18 27 97607
11 40 95052
38 28 140313
47 48 197090
18 16 102259
32 1 39310
26 14 77022
37 38 181977
21 48 135664
27 3 131703
4 21 42440
47 41 157081
22 34 83717
6 39 88939
3 29 127647
9 12 170633
2 35 100349
50 9 60259
2 23 18547
8 31 123121
48 10 96289
45 42 85405
12 33 107088
48 43 121809
12 21 86940
13 49 92062
12 29 16805
16 5 100613
13 3 107888
38 31 163696
27 6 99507
8 5 62231
3 32 98249
22 26 73306
6 15 94889
6 11 101518
20 42 168850
47 17 157001
42 9 82727
39 24 47312
40 36 164362
38 39 120371
3 16 125163
42 46 60685
10 24 141441
16 32 109035
32 10 135635
19 49 149515
37 25 50184
6 29 113499
14 31 170280
3 4 111496
49 15 143671
15 23 103380
15 35 137818
18 29 123561
28 34 83870
40 1 124479
26 8 54509
33 24 106643
29 17 98859
11 17 95306
45 23 102904
7 40 125843
5 47 170062
49 1 117632
8 33 15488
12 44 139342
40 25 91130
36 12 155425
8 47 171212
14 40 135819
46 14 174290
29 16 92746
5 34 138410
27 34 151355
21 6 89603
27 14 80811
7 31 88
20 28 111281
15 20 154959
5 49 102981
25 31 56483
34 46 145040
45 49 22539
40 17 89638
30 20 164249
6 20 84031
31 18 118914
28 17 41834
47 39 149793
42 49 100815
30 19 171931
36 25 73232
41 34 113396
34 42 84355
37 10 153013
41 12 101168
14 29 163260
9 17 94532
27 44 72723
42 19 168365
36 45 142105
24 29 138963
48 40 143418
33 15 86396
12 25 120875
9 7 134701
7 36 91804
8 20 92331
13 44 74065
18 6 83103
10 21 81816
39 43 108256
16 15 75558
50 23 92567
49 24 69140
10 12 152342
26 27 53298
13 4 64103
4 20 131408
16 24 136479
18 17 103544
36 47 231725
33 42 121054
34 1 95620
13 30 96944
20 22 111128
48 19 18157
35 11 86962
47 16 238960
46 39 79698
14 30 158495
48 34 166836
29 9 153828
2 24 68767
38 22 140160
34 33 143979
14 38 201109
43 26 117527
37 14 161040
3 49 74708
5 7 68140
42 17 56741
30 12 137692
48 24 101213
21 25 62082
12 48 160883
21 15 88745
28 35 33184
18 40 135992
35 23 118896
26 24 122968
40 28 48110
50 7 84894
11 3 69322
29 26 129304
46 29 162303
3 14 104178
17 41 14496
11 5 108367
5 13 37205
28 37 93204
19 9 159401
31 28 77951
19 14 178985
33 30 87406
34 15 179149
44 33 114579
29 40 137457
47 7 193206
33 25 89288
30 32 71280
38 8 99072
30 27 120759
43 6 97355
36 20 166173
44 28 30395
28 8 69002
16 26 167301
3 25 69901
41 28 41914
2 34 134390
44 19 143860
42 8 105566
10 33 143993
19 47 215247
15 1 94633
4 1 56242
13 15 87654
28 18 88188
43 22 73783
26 20 37822
30 5 110192
3 6 32196
41 20 136525
44 50 106196
1 43 150305
42 44 89947
45 34 58017
30 28 55603
47 25 158493
17 15 80249
15 41 65753
22 50 75954
12 24 155768
12 22 109100
15 36 121432
32 45 98023
38 46 194471
28 46 114324
5 20 104510
46 35 87053
44 31 108040
22 32 75979
21 40 70117
24 18 83809
15 28 107667
30 25 98623
7 3 79409
21 22 22160
30 40 103713
40 41 89718
33 22 84337
5 9 123639
4 28 20127
13 27 23815
32 44 106221
26 35 106643
42 23 101857
42 48 150208
39 9 95794
2 16 100959
1 26 124852
42 36 110382
24 13 123179
24 45 91679
46 36 145422
14 8 102037
4 25 63147
31 12 65131
41 7 36125
45 3 97247
34 16 164394
4 45 45980
40 45 67127
49 34 35478
45 2 92712
34 38 56443
41 21 63921
7 29 48238
49 20 159367
30 21 77916
15 31 29716
10 26 112824
4 11 73905
30 49 103995
36 16 45874
40 50 110270
21 7 100046
4 15 127794
42 10 119361
31 45 103498
13 45 69523
39 22 34473
4 23 105839
22 14 141306
6 16 157359
19 8 142401
22 15 107514
11 39 88098
15 39 73041
14 28 141459
12 7 65043
23 19 80464
16 19 159927
50 12 140891
19 20 182575
1 5 105012
16 35 120384
50 18 131864
19 45 160612
34 35 57987
8 6 100718
1 7 111001
49 43 122022
1 6 139127
17 44 71923
7 42 94184
23 22 85559
11 15 149057
38 25 147464
19 7 113997
48 1 167025
38 32 156279
25 17 19885
19 15 143625
17 6 96147
23 20 121884
25 10 102829
17 24 54520
12 14 180065
1 20 162674
37 44 123599
10 45 78826
10 22 59656
9 44 92609
18 32 131839
9 41 98576
38 2 141826
33 43 78506
33 27 64329
39 27 96743
43 21 95943
2 8 112563
17 3 63951
31 39 43325
10 23 104468
39 45 60173
48 11 125972
3 1 124331
37 20 166263
39 21 56633
33 9 153234
50 5 65727
21 49 70399
41 8 94246
23 25 64244
19 36 141833
27 46 93479
17 46 72490
6 33 116206
21 33 106497
26 21 95466
2 33 115796
30 1 65604
14 39 149607
32 6 99817
47 11 162415
3 21 113376
29 28 92448
10 35 92993
43 5 125249
19 18 125714
36 48 123676
49 7 114043
9 21 91057
37 9 99942
36 2 118929
13 50 79077
11 42 95429
10 3 98811
31 26 134740
44 21 52402
16 10 183296
13 33 40514
43 40 121740
33 31 116112
1 8 120395
10 38 98379
49 8 117088
39 1 80766
8 46 121315
42 35 26368
21 47 137480
25 1 93443
11 27 121263
46 33 136803
7 11 119429
11 43 127408
21 11 75785
27 42 77730
36 29 138620
38 21 162320
4 19 136455
23 39 51086
32 29 124061
33 45 110037
7 38 163784
8 30 71918
21 2 89172
13 37 98958
28 12 109253
31 36 91716
41 3 49455
33 18 64254
20 32 146407
3 24 44563
47 10 114492
15 26 117137
19 10 114446
47 29 204820
25 49 91412
22 2 67012
33 19 157889
1 23 118674
35 32 48861
20 13 67305
21 36 135314
36 44 146647
5 25 11569
12 20 183931
23 11 74979
48 25 73582
29 8 74795
16 9 138802
33 32 98561
46 49 116564
19 5 80170
19 50 145897
7 46 123111
41 48 94028
46 20 184599
19 41 112185
45 41 67461
8 37 123984
43 24 69557
42 16 94016
44 15 132090
34 20 194845
34 36 194737
5 21 73651
32 23 92592
10 4 79936
14 34 194063
13 32 79102
40 3 87112
14 9 185562
12 8 91600
43 44 104025
31 35 111135
5 36 61663
39 12 108456
46 5 103944
47 35 148657
16 11 123530
8 3 99673
10 50 135610
15 3 109037
16 7 45930
41 42 58059
38 33 114560
2 7 55205
49 41 77918
48 33 139732
27 31 93555
12 1 130048
50 4 61893
34 44 107429
23 21 107719
45 18 113735
49 39 82712
50 41 48769
41 39 7288
33 37 139472
31 13 105257
31 22 77798
8 13 25026
11 41 83304
4 30 35476
26 18 103275
13 47 146186
9 18 132291
49 31 113955
42 38 133786
27 49 115877
5 37 61753
31 32 84831
40 20 138947
34 40 125144
32 9 60234
22 36 116405
20 16 205123
14 25 150611
23 6 37853
47 42 175025
36 1 127199
17 45 67381
26 28 73459
49 40 89666
36 33 74111
31 42 94096
11 18 120229
46 15 152739
46 11 111178
27 32 55287
31 40 125755
28 21 22313
47 32 177658
48 13 99218
25 46 92375
43 9 118039
18 34 161093
48 5 62013
29 1 113243
15 42 111450
45 22 25700
2 46 112237
11 22 53625
49 9 20658
4 16 133441
16 23 119506
8 45 94549
46 31 123023
8 7 123033
29 10 151951
39 19 118832
20 38 191403
37 49 90056
10 31 137454
4 38 127487
49 23 80365
11 33 137962
38 12 190672
42 5 88195
34 25 126841
20 45 136828
11 34 40864
43 12 154618
40 5 102699
39 40 82430
27 20 91120
2 1 100127
11 32 72936
34 17 106956
37 43 155371
10 27 102137
4 40 68237
50 36 107205
17 1 73558
12 11 155361
1 14 169167
26 41 98703
30 39 90229
50 30 71255
29 15 18610
10 41 101417
42 3 107514
25 6 102097
7 6 111605
48 31 95928
43 41 103300
20 21 133288
9 40 110324
4 29 112575
49 4 68519
1 37 71973
16 13 137818
14 35 136076
14 36 109656
27 45 93338
43 15 156423
32 37 70175
25 45 68873
42 21 81865
47 31 193118
50 14 136073
45 14 167006
47 20 199601
31 21 99958
39 35 67810
9 28 69050
38 11 97307
9 25 112070
33 20 107819
5 31 68052
3 12 144452
20 14 114844
44 4 50522
7 35 111223
28 33 84490
9 8 137746
20 17 135964
24 40 129742
3 5 71416
19 24 119370
7 43 133254
43 36 70637
31 17 50533
45 28 25853
7 39 43413
33 50 98586
10 17 101337
38 43 142616
26 9 142203
33 7 116024
7 30 133642
9 45 43197
50 20 146382
2 48 80854
17 7 50621
3 31 79321
11 13 97448
40 37 141314
37 27 122773
46 6 138059
37 6 152281
47 50 177633
30 6 123199
12 34 173260
38 50 156254
14 11 173500
37 15 72496
13 18 73792
16 45 149340
32 15 114547
46 50 38217
2 6 56400
23 43 59502
24 47 185003
37 18 141119
28 11 53778
18 25 109494
6 35 100780
24 20 160790
18 38 147838
23 48 62307
7 32 84919
10 20 150646
17 33 109173
1 45 102222
25 7 56571
35 44 63579
7 48 95840
3 38 117622
26 34 157023
32 21 98139
22 35 33337
33 26 69997
2 29 103443
36 38 188671
13 10 103479
9 3 84594
6 45 86613
41 30 97517
42 39 63949
26 30 126427
26 23 84062
38 19 192429
18 2 63797
5 45 80442
13 1 95369
43 18 14252
26 47 161779
14 49 178886
34 6 142382
15 7 29628
17 8 93685
38 9 112579
18 39 96336
11 25 96798
28 5 54589
1 24 128078
16 12 109551
10 1 136178
9 2 108798
10 15 161504
37 45 112595
13 7 105345
26 37 128441
43 34 157500
4 31 98078
26 36 128351
35 37 81524
3 28 91369
2 30 122768
39 10 94129
49 6 106904
31 34 149433
2 49 98912
4 14 123019
43 14 67523
24 30 137541
10 28 59809
22 7 77886
7 34 149521
33 49 132576
11 45 27925
24 37 124589
38 26 153581
28 50 76107
50 17 34273
11 49 5386
8 43 63018
49 50 78347
38 16 209538
41 32 48794
17 48 93467
36 4 136379
41 18 89048
32 40 110295
27 28 67791
39 16 89167
47 34 192507
22 47 115320
8 4 89129
48 6 88846
47 4 135600
1 27 88356
40 22 47957
44 45 49412
49 26 121545
36 24 140194
20 9 180025
50 6 99842
35 20 144465
10 5 114398
18 42 147107
48 16 141770
23 18 45250
24 5 85974
17 5 31454
25 2 45697
4 32 61918
8 10 128505
34 30 80406
28 16 123793
24 32 88818
6 14 123231
4 12 102216
14 21 163466
2 26 102609
50 3 98224
19 32 145922
13 36 98868
25 39 27093
13 43 88044
32 28 76132
46 19 184114
31 24 90637
19 31 114085
30 18 120684
22 46 114171
15 25 86199
44 47 85078
16 30 106377
41 24 54600
42 4 39425
7 27 93467
3 19 74807
36 49 164644
40 10 47129
14 24 137080
16 25 89044
24 38 73059
39 3 56743
35 50 48836
13 12 116626
45 47 134490
37 19 141923
28 13 43976
14 41 142319
10 7 137542
15 48 125468
25 27 72589
38 40 145508
48 32 127765
31 11 119341
30 45 81456
42 29 109042
44 48 125703
38 30 136849
24 15 120353
11 24 63754
35 18 121372
44 49 71951
38 17 127579
22 17 41681
44 41 72003
18 47 180033
22 37 93357
35 40 81294
34 4 71044
3 48 56650
6 36 139488
47 1 191842
8 25 73800
46 16 147277
35 48 149786
22 5 54742
29 31 48326
1 44 106764
37 34 125534
11 1 112246
18 12 140366
1 22 76522
17 4 61961
43 35 107120
25 13 48774
4 43 94063
40 44 17715
30 47 171076
40 46 148487
17 49 89920
19 43 139966
50 34 106823
38 48 174272
18 48 107557
15 40 118847
36 8 89599
21 17 63841
45 7 103586
29 41 84363
2 10 123015
11 36 169404
21 16 140242
20 11 164753
15 2 84833
46 41 86986
38 35 114430
11 19 144129
44 2 93601
6 38 149818
12 15 35415
32 8 83073
4 39 54753
40 19 161575
19 2 99011
46 47 215850
29 45 117995
13 19 117375
42 22 59705
4 37 94581
27 16 139397
Case #329: Impossible
Case #330: Impossible
Case #331: 603
20 6 78441
19 5 121790
25 31 62607
6 25 78557
40 39 114360
1 32 102761
17 32 135611
3 5 107797
38 18 140412
10 33 61171
5 27 72087
2 20 118073
12 18 169639
28 36 134988
5 8 45389
32 36 156342
9 37 47566
21 30 66829
22 24 68286
29 8 37984
27 7 85810
36 35 105299
17 2 160105
8 38 70066
33 36 71091
7 31 26190
10 34 104810
37 18 136514
17 25 108022
37 7 63172
8 27 87314
5 24 72869
26 18 264813
37 16 87513
2 35 63793
5 20 14055
25 21 92245
4 21 96443
15 39 51468
37 20 62840
7 20 332
9 12 160290
13 34 76995
26 4 245657
32 6 94716
19 18 186459
2 25 75503
35 24 75301
4 30 120630
24 17 107825
37 17 105293
38 28 82006
18 32 163908
8 32 93562
36 37 96800
11 22 67449
31 27 112000
15 18 133568
15 12 96858
31 18 105246
18 1 83300
5 12 104306
10 9 83028
33 12 138433
9 27 97909
14 16 46020
17 13 116162
3 26 205463
28 7 84301
28 4 117899
15 24 76460
8 10 57301
7 5 13723
25 35 11710
26 32 236617
2 23 176626
25 11 60074
8 11 74008
38 16 106160
19 27 61245
37 23 91945
28 14 105316
4 24 75122
23 38 134038
20 12 90915
40 28 175943
31 15 32465
15 7 54512
18 33 126906
14 6 85166
2 32 151992
39 9 104006
40 6 136865
16 27 110815
39 1 50101
40 18 216599
2 21 144328
1 5 18631
8 4 76536
22 12 129309
2 6 154060
11 36 79410
25 8 105160
26 16 210762
26 9 219242
26 12 252719
16 6 103114
40 29 131698
3 29 71498
15 16 79517
2 8 166574
29 24 36570
13 27 57006
14 24 56532
40 38 183198
29 13 60900
7 18 79056
28 18 111702
8 28 132470
8 22 69700
30 1 120601
14 33 95274
20 28 83969
39 29 79977
30 8 72988
34 2 157260
33 19 134282
21 35 80535
30 35 105503
30 25 117213
25 32 99909
17 22 50040
10 2 182540
27 25 131858
10 26 226422
26 28 270058
28 31 80586
23 16 83226
21 22 89607
20 33 48182
13 26 187115
28 13 113105
29 20 86377
31 5 39913
32 20 105987
29 35 111871
12 37 121421
32 10 108443
24 20 70517
29 9 63711
5 17 101988
17 39 64418
7 13 28804
37 32 79115
35 34 93467
19 38 139305
24 30 45508
8 24 27480
8 15 103940
7 14 71025
5 6 75437
26 24 170535
5 23 72608
25 26 231805
11 38 53436
16 32 82664
8 20 59444
31 19 103223
7 3 105113
38 3 77514
30 19 157829
23 7 58885
12 32 143858
18 22 144693
6 10 58455
27 3 111997
40 20 137875
7 39 45193
25 16 41317
29 22 31716
4 22 70268
29 7 86709
25 5 59771
13 38 100374
12 38 120362
29 10 19317
6 22 70854
31 37 57028
26 23 220090
1 38 87067
35 19 116114
19 34 91938
2 7 118405
38 25 113510
39 19 84220
40 7 138207
28 30 135192
8 37 14447
3 12 143316
13 40 162144
3 17 127447
29 30 82078
3 15 111388
19 28 145803
1 23 63129
10 37 42854
29 28 141560
13 22 92616
22 10 12399
23 20 58553
35 39 31894
26 8 198015
18 17 166657
10 5 95298
39 28 61583
16 10 128510
40 34 135831
15 1 59420
5 35 68335
14 32 122614
20 34 106131
8 7 59112
31 21 34704
24 13 57788
30 39 73609
12 7 90583
35 40 146254
11 28 78053
30 34 180291
26 35 240369
9 13 40903
15 37 89493
32 33 104824
4 19 140110
17 26 274022
33 13 19046
38 33 81328
24 27 114794
8 31 71475
34 37 121750
24 23 104978
21 34 156104
26 31 211947
33 7 47850
17 35 96312
33 28 132151
35 8 102781
10 39 96318
25 22 127523
37 6 15601
11 37 59561
21 32 44761
14 19 113905
20 27 86142
7 35 54612
6 38 71220
12 23 149468
26 39 213942
36 5 36964
28 24 104990
31 38 55969
3 21 56249
6 33 41310
21 38 21265
36 34 129040
5 40 151930
23 31 85075
36 26 135070
12 21 99097
34 23 55719
4 37 62089
17 23 86732
36 29 112945
10 13 80217
22 34 92411
1 2 113497
6 4 77690
38 30 88094
31 32 79465
32 34 181666
12 27 117319
40 17 49942
13 6 60356
2 29 167491
21 17 113059
35 31 50897
25 29 117695
2 36 169092
38 32 23496
21 28 103271
13 1 33712
11 24 46528
7 10 103505
29 26 207105
15 17 112284
9 22 95427
5 37 59836
38 20 82491
23 18 137277
21 20 61226
24 6 28634
14 40 157798
17 6 112774
8 9 33119
1 35 49704
20 14 70693
39 33 82149
11 29 83098
15 19 132086
16 33 72855
39 3 63029
35 11 48364
25 34 105177
33 11 76573
36 39 95880
12 11 66926
37 27 101761
39 12 83396
5 26 172034
21 16 85899
31 40 133363
12 24 108388
31 1 31098
20 15 54844
36 24 109833
34 27 134001
19 16 121980
27 6 117362
14 31 97215
31 36 76877
5 30 118377
3 20 105445
23 33 105794
29 23 68408
7 26 185757
36 8 82353
38 15 88434
37 22 55253
16 34 123074
22 31 64916
16 29 111050
39 11 16470
30 32 111590
27 1 90718
5 18 92779
8 6 30048
24 37 13033
14 9 111218
10 28 157901
34 5 92076
15 5 68235
4 14 131654
12 25 127000
27 17 59156
20 10 103837
12 10 141708
30 10 101395
3 4 110050
35 13 83416
3 1 110021
1 24 75093
7 36 50687
14 38 99118
25 14 87337
34 8 107303
37 19 108573
31 30 89503
18 4 149644
4 31 97442
5 16 38728
28 23 142522
21 37 34354
28 22 145502
27 29 117906
31 17 83421
25 7 46048
20 17 87933
27 26 244121
10 36 132262
33 2 166255
9 2 158598
2 13 147209
1 20 4576
3 31 78923
37 13 44755
20 4 70920
21 11 32171
36 4 121939
21 36 111581
10 18 132294
19 20 107735
35 14 75627
18 8 138168
34 3 169711
35 3 94923
15 23 98936
20 22 91438
40 19 43893
19 10 82241
29 37 23537
12 16 115588
29 4 38552
19 32 115809
37 26 183568
26 6 199169
9 40 195409
39 32 93402
6 18 152115
40 21 163001
11 3 79499
15 29 93960
33 17 123610
27 35 140422
3 40 177389
23 30 150486
35 15 83362
9 20 70039
39 31 19003
25 15 95072
29 12 144958
40 12 197756
33 27 76052
20 31 26522
17 34 111740
22 32 120842
1 11 33631
20 11 29055
39 23 104078
17 10 62439
15 27 140322
22 35 115813
10 24 55887
1 29 90953
16 30 135110
40 33 173552
23 32 157534
38 27 157380
17 36 138952
7 30 115693
8 12 135868
37 2 152127
35 16 29607
26 2 304162
24 9 60599
2 40 210047
33 3 73670
19 25 117023
36 19 158754
6 28 119956
39 4 116445
10 38 84947
5 4 84975
7 17 88265
31 2 114690
28 32 58510
29 34 124127
25 39 43604
19 9 156139
1 25 41140
32 5 119378
34 33 96041
20 36 51019
17 1 92509
18 35 118307
36 30 155341
12 36 141270
24 39 43407
11 13 57527
36 25 96735
38 29 79156
7 16 25005
11 18 107779
25 10 137012
22 38 97346
14 22 124818
23 3 139906
2 15 147155
10 40 112381
17 38 134324
9 28 124494
14 15 125537
29 17 81756
26 20 186089
10 3 90815
32 35 88199
23 19 106534
16 17 112606
1 9 74615
3 25 106633
38 5 95882
37 25 94158
26 30 216043
16 22 116111
27 23 144695
13 20 29136
3 32 101010
18 16 103397
7 21 60894
12 14 95016
36 40 188894
17 28 126001
16 40 162548
5 13 15081
27 39 123574
16 3 124530
21 27 136115
24 34 134783
13 8 30308
13 12 119387
25 18 124440
15 32 111930
11 34 134522
13 21 79109
9 33 21857
17 12 147814
28 35 29689
3 6 63562
17 11 80888
27 36 109051
40 15 162226
18 2 54514
14 37 69565
1 21 65802
31 33 74040
28 12 144979
23 10 49091
8 40 166913
3 24 34928
30 17 138027
31 9 95897
4 38 82885
28 25 41399
1 16 20097
9 38 103185
4 9 102263
10 21 77208
3 13 92716
1 28 79393
14 26 227067
3 2 158716
33 1 52758
26 34 264110
3 28 124612
20 16 24673
6 12 137022
23 9 127651
5 11 42446
30 20 116025
2 22 170141
13 14 99829
13 36 52045
8 39 70887
12 1 95491
9 5 55984
14 27 156835
6 34 137351
34 14 169094
6 36 112401
32 29 97941
10 4 57869
8 17 119740
9 11 98430
2 27 204215
6 23 107546
32 9 126681
6 31 72629
29 21 57891
16 13 53809
24 7 70185
21 18 139950
26 15 240269
20 25 45716
21 6 49955
34 28 123156
11 7 28723
16 4 86441
23 11 87608
1 19 112311
28 37 118023
23 13 87689
30 13 103296
39 13 73997
27 28 170111
21 15 67169
2 30 169296
14 30 102040
11 6 75162
4 32 59389
7 9 69707
11 19 100690
11 32 76932
8 23 106392
11 15 34998
29 14 93102
21 24 21321
14 8 84012
10 15 74643
40 11 130830
15 33 102362
1 14 66117
25 40 157964
37 3 47961
27 32 177054
Case #332: 122
32 26 265984
4 33 353361
10 4 366871
23 32 396805
29 1 357360
11 28 191597
22 13 108832
3 24 375276
1 33 340169
23 33 309126
21 8 273646
19 9 87723
23 16 345126
31 20 271800
4 20 283434
15 1 316626
29 31 229448
2 34 170718
10 3 294225
21 14 136310
5 15 105059
11 2 321224
6 1 76634
15 33 367957
34 24 246029
27 33 141928
26 3 343281
25 32 233041
31 3 174010
1 13 303382
29 36 298853
23 34 335890
14 12 129159
3 4 93305
34 31 437782
10 7 318218
30 32 347593
29 17 288856
14 22 105264
23 27 167198
4 32 170602
13 23 196917
5 26 329254
17 18 198566
1 23 203547
25 11 426786
16 17 259036
10 30 276909
13 14 80107
11 9 209879
19 6 151345
17 2 342253
19 30 208339
35 31 143808
7 35 264459
36 15 301056
31 5 236667
27 35 289124
2 36 245456
34 25 145222
1 5 211567
19 21 131606
19 35 104320
17 23 397342
31 6 190833
30 3 321532
32 24 333848
4 6 342935
3 9 247058
18 22 365492
9 24 231602
18 21 303648
11 6 278913
14 7 328595
13 10 210293
3 6 310680
27 31 284871
21 26 293435
33 3 260056
27 6 294111
34 11 443067
30 29 173409
8 11 264196
18 11 436902
32 10 350131
28 21 174302
8 10 230781
8 15 288323
23 7 321103
17 25 258207
7 32 417380
10 1 177418
28 9 130419
3 32 77297
2 8 324818
9 16 272676
27 5 369807
24 8 285919
14 11 238997
23 22 305749
25 4 400753
33 28 363526
29 32 285030
18 1 322321
24 10 191930
12 35 228775
7 17 400042
20 27 207511
22 31 62816
9 29 217104
1 28 240534
14 34 358200
31 23 286226
8 31 129970
28 25 305276
35 13 179723
20 19 252013
36 24 284156
36 10 385345
29 6 280726
35 20 356333
30 11 201212
Case #333: Impossible
Case #334: 555
16 4 68880
17 9 51356
21 23 189658
24 3 7576
17 15 81293
24 16 144925
1 16 166271
10 4 167709
5 10 134339
24 32 48723
6 36 140816
23 17 143330
7 17 77629
27 21 161945
1 22 128103
8 32 102701
33 8 130186
5 12 47604
35 36 141459
32 1 121686
34 25 130347
10 22 20621
36 19 218640
34 29 85145
32 23 188495
23 2 106353
11 33 144786
32 16 193648
18 8 68045
13 5 61971
8 1 135309
12 6 68284
26 31 107338
7 28 100576
6 8 96308
23 22 168877
19 20 106930
14 18 211820
7 12 60051
22 28 46522
16 29 176522
13 28 47726
34 24 58618
16 19 224853
32 15 78976
18 27 156571
6 17 45636
22 26 185497
22 18 167941
33 35 128261
21 13 141979
31 22 78159
24 28 26253
36 24 98486
18 11 174710
28 20 39477
6 5 115888
9 15 109707
15 21 198493
26 28 164978
4 13 130840
28 36 118127
18 6 164353
14 15 146384
3 25 97431
18 25 152711
30 7 77123
14 13 84822
16 33 193143
9 28 74303
10 23 189498
26 10 206118
6 32 17345
4 11 192157
12 13 14367
23 25 153310
